Bob Love,9.9
Jerry Sloan,6.0
Chet Walker,10.9
Tom Boerwinkle,9.0
Bob Weiss,4.7
Matt Guokas,4.7
Jim Fox,6.1
Jim King,1.3
Johnny Baum,0.4
Jimmy Collins,0.6
Paul Ruffner,0.0
Shaler Halimon,-0.1
A.W. Holt,-0.1
