Nick Van Exel,3.4
Vlade Divac,7.4
Sedale Threatt,4.5
Elden Campbell,4.2
George Lynch,3.9
Tony Smith,1.7
James Worthy,0.1
Doug Christie,1.4
Anthony Peeler,0.8
Kurt Rambis,1.7
Sam Bowie,0.8
James Edwards,0.3
Reggie Jordan,0.8
Antonio Harvey,-0.2
Danny Schayes,0.0
Trevor Wilson,0.3
