Jack Coleman,6.7
Bobby Wanzer,7.9
Arnie Risen,5.8
Bob Davies,7.4
Arnie Johnson,7.5
Jack McMahon,1.3
Odie Spears,5.2
Alex Hannum,1.6
Cal Christensen,0.4
Red Holzman,-0.8
