Stephen Curry,11.2
Klay Thompson,4.3
David Lee,9.1
Jarrett Jack,5.6
Harrison Barnes,2.8
Carl Landry,6.2
Festus Ezeli,1.5
Draymond Green,0.6
Andrew Bogut,1.7
Richard Jefferson,1.0
Andris Biedrins,1.1
Charles Jenkins,-0.1
Kent Bazemore,0.1
Jeremy Tyler,-0.1
Brandon Rush,0.0
Malcolm Thomas,0.0
