Mark Jackson,7.6
Gerald Wilkins,3.4
Patrick Ewing,8.1
Kenny Walker,4.7
Sidney Green,2.7
Bill Cartwright,6.4
Johnny Newman,3.1
Trent Tucker,2.9
Pat Cummings,1.1
Billy Donovan,-0.1
Chris McNealy,0.2
Rick Carlisle,0.2
Louis Orr,-0.2
Ray Tolbert,0.1
Sedric Toney,0.3
Tony White,-0.3
Bob Thornton,-0.1
Gerald Henderson,0.0
Rory Sparrow,-0.2
Carey Scurry,0.0
