Cedric Henderson,0.5
Shawn Kemp,6.3
Wesley Person,2.6
Brevin Knight,2.5
Danny Ferry,1.7
Derek Anderson,2.1
Johnny Newman,1.2
Andrew DeClercq,2.7
Bob Sura,0.4
Vitaly Potapenko,0.4
Mitchell Butler,0.5
Corie Blount,0.5
Ryan Stack,0.4
Zydrunas Ilgauskas,0.5
Earl Boykins,-0.2
Antonio Lang,0.1
Litterial Green,0.0
