Kris Humphries,5.3
Deron Williams,4.1
MarShon Brooks,0.8
Anthony Morrow,1.7
Shelden Williams,2.1
DeShawn Stevenson,-0.3
Johan Petro,0.7
Jordan Farmar,1.8
Sundiata Gaines,1.0
Gerald Green,1.2
Jordan Williams,1.3
Gerald Wallace,1.4
Shawne Williams,-0.4
Mehmet Okur,0.0
Damion James,-0.2
Brook Lopez,0.3
Armon Johnson,0.1
Keith Bogans,0.0
Larry Owens,0.1
Jerry Smith,0.0
Andre Emmett,0.1
Dennis Horner,0.0
