Terry Porter,9.2
Clyde Drexler,12.6
Jerome Kersey,6.8
Kevin Duckworth,4.8
Steve Johnson,1.7
Caldwell Jones,0.8
Richard Anderson,2.1
Danny Young,1.8
Adrian Branch,1.5
Mark Bryant,1.1
Kiki Vandeweghe,1.0
Sam Bowie,0.5
Jerry Sichting,0.2
Brook Steppe,0.6
Clinton Wheeler,0.2
Craig Neal,-0.1
Rolando Ferreira,-0.2
