Dikembe Mutombo,8.7
Bryant Stith,5.6
Reggie Williams,5.8
Rodney Rogers,3.9
Mahmoud Abdul-Rauf,5.0
Dale Ellis,3.4
Jalen Rose,3.8
Bison Dele,2.3
Robert Pack,2.2
Tom Hammonds,2.6
Cliff Levingston,0.5
Reggie Slater,0.4
Greg Grant,0.0
LaPhonso Ellis,0.0
Mark Randall,0.0
Eldridge Recasner,0.0
Darnell Mee,0.0
